UserID,Age,Gender,Country,State/Territory,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?"
3133,31,Female,United States,Oregon,Yes,Yes,No
3134,44,Male,Netherlands,Not Applicable,Did Not Answer,No,No
3135,31,Male,France,Not Applicable,No,I don't know,No
3136,23,Other,Russia,Not Applicable,Did Not Answer,No,No
3137,23,Male,United States,California,Yes,Yes,No
3138,38,Male,France,Not Applicable,No,I don't know,No
3139,37,Male,United States,Illinois,No,I don't know,No
3140,33,Male,France,Not Applicable,No,No,No
3141,34,Male,United States,Maryland,Did Not Answer,Did Not Answer,Did Not Answer
3142,47,Male,United States,New Jersey,Yes,I don't know,Yes
3143,29,Female,United States,California,No,I don't know,No
3144,38,Male,United States,Kansas,No,Yes,I don't know
3145,29,Male,Canada,Not Applicable,No,No,No
3146,37,Male,United States,Missouri,No,No,No
3147,39,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3148,29,Female,United States,Michigan,Yes,Yes,Yes
3149,57,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3150,27,Female,United States,Illinois,Did Not Answer,I don't know,I don't know
3151,38,Female,United States,Illinois,No,No,No
3152,39,Male,France,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3153,29,Male,Switzerland,Not Applicable,Yes,Yes,Yes
3154,24,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
3155,30,Female,United Kingdom,Not Applicable,No,No,Yes
3156,32,Male,United States,California,Yes,Yes,Yes
3157,37,Male,United States,Minnesota,Yes,I don't know,Yes
3158,34,Male,New Zealand,Not Applicable,No,No,No
3159,52,Male,United States,Illinois,Yes,Yes,Yes
3160,36,Male,United States,Pennsylvania,Yes,I don't know,No
3161,52,Male,United States,North Carolina,No,I don't know,No
3162,49,Female,United States,Michigan,Yes,No,No
3163,30,Male,United States,California,Yes,Yes,I don't know
3164,41,Male,Australia,Not Applicable,No,No,No
3165,29,Male,United States,New York,No,I don't know,No
3166,37,Other,United States,Maryland,Yes,Yes,Yes
3167,29,Female,United States,Michigan,Yes,Yes,Yes
3168,39,Female,United States,New York,Yes,Yes,No
3169,30,Female,United States,Illinois,Yes,Yes,Yes
3170,23,Female,United States,New Jersey,Yes,No,Yes
3171,29,Female,United States,California,No,Yes,Yes
3172,38,Male,United States,Tennessee,Yes,I don't know,No
3173,41,Female,United States,Washington,Yes,No,No
3174,47,Male,United States,Nevada,Yes,Yes,No
3175,56,Female,United States,North Carolina,Yes,No,No
3176,22,Male,United States,California,No,I don't know,No
3177,32,Female,United States,Michigan,Yes,Yes,Yes
3178,30,Female,United States,Illinois,No,No,No
3179,31,Other,United States,Washington,No,No,No
3180,36,Male,United States,New Jersey,Yes,Yes,I don't know
3181,32,Male,United States,Illinois,Yes,I don't know,No
3182,37,Female,United States,California,Yes,No,No
3183,29,Male,United States,Tennessee,No,No,No
3184,31,Female,United States,California,Yes,No,No
3185,39,Male,United States,Illinois,Yes,Yes,No
3186,36,Male,Japan,Not Applicable,No,Yes,Yes
3187,27,Other,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
3188,38,Male,United Kingdom,Not Applicable,No,I don't know,No
3189,37,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
3190,33,Female,United States,Illinois,No,Yes,Yes
3191,38,Male,Turkey,Not Applicable,No,No,I don't know
3192,36,Female,United States,Illinois,No,I don't know,Yes
3193,30,Female,United States,Virginia,Did Not Answer,No,No
3194,38,Male,United States,Oregon,Yes,Yes,Yes
3195,35,Female,Canada,Not Applicable,Did Not Answer,No,No
3196,26,Male,United States,Ohio,No,No,No
3197,25,Male,United Kingdom,Not Applicable,Yes,Yes,No
3198,40,Male,United States,Michigan,Yes,Yes,Yes
3199,31,Male,Canada,Not Applicable,Yes,No,No
3200,49,Male,United States,Indiana,No,I don't know,No
3201,30,Male,Netherlands,Not Applicable,No,No,No
3202,35,Male,United States,Ohio,No,I don't know,No
3203,46,Male,United States,Tennessee,Yes,No,Yes
3204,29,Female,United States,New York,Yes,I don't know,No
3205,22,Male,United States,Ohio,Yes,No,No
3206,50,Female,United States,Illinois,Did Not Answer,Yes,No
3207,39,Male,United States,Georgia,No,I don't know,No
3208,40,Male,United Kingdom,Not Applicable,No,Yes,Yes
3209,31,Male,United States,Illinois,Yes,Yes,I don't know
3210,38,Male,United States,Ohio,Did Not Answer,Did Not Answer,Did Not Answer
3211,45,Male,United States,Illinois,Yes,I don't know,No
3212,31,Female,United States,Illinois,No,Yes,I don't know
3213,25,Female,United States,Illinois,Yes,Yes,No
3214,28,Female,United States,Texas,Yes,No,No
3215,37,Male,United Kingdom,Not Applicable,No,Yes,Yes
3216,54,Male,United States,Tennessee,Did Not Answer,No,No
3217,45,Female,United States,Illinois,Yes,Yes,Yes
3218,36,Male,United States,Georgia,Yes,No,No
3219,34,Female,United States,Pennsylvania,Yes,Yes,Yes
3220,28,Male,United States,Illinois,Yes,Yes,Yes
3221,32,Male,United States,Indiana,Yes,Yes,No
3222,40,Male,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3223,52,Female,United States,Massachusetts,No,Yes,I don't know
3224,33,Male,United States,Ohio,No,No,No
3225,41,Female,United States,Illinois,No,I don't know,No
3226,25,Female,United States,Illinois,No,Yes,Yes
3227,33,Other,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3228,36,Other,United States,Massachusetts,Yes,No,No
3229,40,Male,Switzerland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3230,23,Female,United States,Illinois,No,No,Yes
3231,37,Male,Canada,Not Applicable,Yes,No,No
3232,42,Male,United States,Wisconsin,Yes,Yes,Yes
3233,35,Female,United States,Ohio,No,No,No
3234,32,Female,United States,Illinois,Yes,I don't know,No
3235,23,Male,United States,Illinois,No,I don't know,I don't know
3236,35,Female,United States,Illinois,Yes,I don't know,Yes
3237,34,Female,United States,Illinois,Yes,Yes,Yes
3238,24,Female,United States,Illinois,No,I don't know,Yes
3239,38,Male,United States,Illinois,Yes,Yes,No
3240,42,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
3241,23,Female,United States,Illinois,Yes,Yes,No
3242,39,Other,United States,Illinois,Yes,Yes,I don't know
3243,30,Male,United States,Illinois,No,Yes,Yes
3244,35,Female,United States,Illinois,Yes,Yes,Yes
3245,29,Female,United States,Illinois,Yes,Yes,No
3246,24,Female,United States,Illinois,No,No,Yes
3247,35,Male,United States,Ohio,No,I don't know,Yes
3248,30,Male,United States,Illinois,Yes,No,No
3249,28,Female,United States,Oregon,No,No,No
3250,32,Female,United States,Illinois,Yes,I don't know,Yes
3251,34,Male,United States,Illinois,Yes,Yes,Yes
3252,33,Male,United States,Alabama,Yes,No,No
3253,32,Male,United States,Illinois,Yes,I don't know,Yes
3254,27,Female,United States,Illinois,No,Yes,No
3255,23,Female,United States,Illinois,Yes,No,Yes
3256,30,Male,Netherlands,Not Applicable,Did Not Answer,I don't know,No
3257,24,Male,United States,Illinois,Yes,I don't know,Yes
3258,34,Female,United States,Illinois,Yes,Yes,Yes
3259,32,Male,United States,Illinois,Yes,Yes,Yes
3260,41,Female,United States,Texas,No,No,No
3261,37,Male,United States,Wisconsin,Yes,No,No
3262,27,Male,Czech Republic,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3263,26,Male,United States,Georgia,No,I don't know,No
3264,24,Male,United States,Georgia,Did Not Answer,I don't know,No
3265,44,Male,United States,Alabama,Yes,No,No
3266,40,Male,Germany,Not Applicable,No,No,No
3267,42,Male,United States,Georgia,Did Not Answer,Did Not Answer,Did Not Answer
3268,27,Other,United States,Ohio,No,Yes,Yes
3269,40,Male,United States,Florida,No,No,No
3270,38,Other,United States,New Hampshire,Yes,Yes,Yes
3271,34,Male,United States,Massachusetts,Yes,Yes,Yes
3272,27,Female,United States,California,Yes,No,No
3273,34,Male,United States,North Carolina,No,I don't know,No
3274,26,Male,United States,Georgia,Did Not Answer,No,No
3275,33,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
3276,39,Male,United States,Illinois,No,Yes,No
3277,33,Other,United Kingdom,Not Applicable,Did Not Answer,Yes,Yes
3278,37,Female,United States,Indiana,Yes,No,No
3279,30,Male,United States,California,No,I don't know,Yes
3280,22,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
3281,29,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
3282,51,Female,United States,Georgia,Did Not Answer,I don't know,No
3283,24,Male,United States,Kentucky,Yes,I don't know,I don't know
3284,37,Male,United States,Georgia,No,Yes,No
3285,46,Male,United States,Utah,Yes,Yes,No
3286,43,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3287,50,Male,United States,Illinois,Yes,No,No
3288,30,Male,United States,Ohio,No,Yes,I don't know
3289,27,Male,United States,Indiana,Did Not Answer,No,No
3290,31,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3291,32,Male,United States,Virginia,Yes,I don't know,I don't know
3292,34,Male,United States,Minnesota,Yes,No,No
3293,49,Male,United States,Arizona,Did Not Answer,Did Not Answer,Did Not Answer
3294,37,Male,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3295,35,Female,United States,Arizona,Yes,Yes,No
3296,33,Other,Switzerland,Not Applicable,Did Not Answer,No,No
3297,32,Male,India,Not Applicable,No,No,Yes
3298,31,Male,United States,Nevada,Yes,Yes,Yes
3299,33,Male,United States,Washington,Yes,No,No
3300,40,Female,United States,Illinois,Yes,No,No
3301,40,Male,United States,Michigan,Yes,Yes,No
3302,56,Male,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
3303,28,Other,United States,Illinois,Yes,No,No
3304,25,Male,United States,Virginia,No,No,No
3305,48,Male,United States,Michigan,Yes,Yes,Yes
3306,43,Female,United States,Oregon,Yes,Yes,Yes
3307,29,Male,United States,Texas,Yes,No,No
3308,36,Other,United States,Oregon,Did Not Answer,Yes,Yes
3309,34,Male,United States,California,Yes,I don't know,No
3310,31,Female,United States,New York,Yes,I don't know,No
3311,33,Male,United Kingdom,Not Applicable,No,No,I don't know
3312,49,Male,United States,Illinois,Yes,Yes,Yes
3313,38,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3314,30,Female,Australia,Not Applicable,No,No,No
3315,36,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3316,32,Female,United States,Minnesota,Yes,Yes,Yes
3317,36,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
3318,40,Female,United States,Washington,No,No,No
3319,28,Male,United Kingdom,Not Applicable,Did Not Answer,No,No
3320,21,Female,India,Not Applicable,No,I don't know,I don't know
3321,46,Male,United States,Washington,Yes,Yes,Yes
3322,20,Male,Germany,Not Applicable,Did Not Answer,No,No
3323,30,Male,United States,Wisconsin,Yes,Yes,I don't know
3324,44,Female,United States,Washington,No,I don't know,Yes
3325,34,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3326,38,Other,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
3327,35,Male,United States,Maryland,No,No,I don't know
3328,45,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
3329,35,Male,United Kingdom,Not Applicable,No,No,No
3330,30,Male,United States,Washington,No,No,No
3331,22,Female,United States,Michigan,No,I don't know,No
3332,33,Male,United States,California,Did Not Answer,Did Not Answer,Did Not Answer
3333,30,Male,India,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3334,41,Male,United States,Maryland,Yes,Yes,No
3335,32,Male,United States,Washington,No,I don't know,I don't know
3336,48,Male,United States,Alabama,Yes,I don't know,No
3337,32,Male,Germany,Not Applicable,Did Not Answer,No,No
3338,30,Male,United States,Maine,No,I don't know,No
3339,45,Female,United States,California,No,No,No
3340,31,Female,United States,Texas,Did Not Answer,Did Not Answer,Did Not Answer
3341,32,Other,United Kingdom,Not Applicable,No,No,No
3342,30,Male,United States,Colorado,No,No,No
3343,32,Male,United States,Minnesota,No,No,No
3344,37,Female,United States,Michigan,Yes,No,No
3345,30,Male,United States,Utah,Did Not Answer,Did Not Answer,Did Not Answer
3346,31,Other,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3347,30,Male,United States,Tennessee,No,No,No
3348,35,Female,United Kingdom,Not Applicable,Did Not Answer,No,No
3349,37,Male,United States,Illinois,No,I don't know,I don't know
3350,26,Male,United Kingdom,Not Applicable,Yes,No,No
3351,50,Male,United States,Nebraska,Yes,No,No
3352,32,Male,United States,California,No,No,No
3353,32,Male,United States,Nebraska,No,Yes,I don't know
3354,23,Male,United States,New York,Did Not Answer,No,No
3355,40,Female,United States,Nebraska,No,Yes,I don't know
3356,36,Male,United States,Tennessee,No,I don't know,No
3357,24,Female,United States,Nebraska,No,No,I don't know
3358,29,Female,United States,Washington,No,I don't know,No
3359,28,Male,United States,Nebraska,No,I don't know,No
3360,51,Male,United States,Florida,Yes,I don't know,No
3361,36,Male,United States,Nebraska,No,I don't know,No
3362,40,Male,United States,Nebraska,No,Yes,No
3363,39,Male,Canada,Not Applicable,No,Yes,No
3364,32,Female,Netherlands,Not Applicable,No,I don't know,I don't know
3365,45,Male,United States,Louisiana,No,No,Yes
3366,39,Male,United States,Connecticut,No,I don't know,I don't know
3367,33,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
3368,46,Male,United States,Utah,Yes,Yes,Yes
3369,34,Male,United States,Minnesota,No,I don't know,No
3370,30,Male,France,Not Applicable,Did Not Answer,No,No
3371,31,Male,United States,New Hampshire,Did Not Answer,No,No
3372,28,Male,United States,Washington,Yes,No,No
3373,31,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3374,32,Male,United Kingdom,Not Applicable,Yes,No,No
3375,39,Male,United States,Oregon,No,I don't know,I don't know
3376,45,Female,United States,California,No,Yes,Yes
3377,26,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
3378,36,Female,United States,California,Yes,Yes,Yes
3379,26,Male,United States,California,No,No,No
3380,55,Female,United States,Indiana,No,No,No
3381,32,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3382,40,Other,United States,Washington,No,No,No
3383,27,Female,United States,North Carolina,No,No,No
3384,45,Female,United States,California,Yes,Yes,I don't know
3385,34,Female,United States,California,No,No,No
3386,31,Male,United States,California,No,No,No
3387,29,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3388,31,Male,Sweden,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3389,40,Male,United States,Florida,Yes,I don't know,No
3390,41,Male,United States,Wisconsin,Yes,No,No
3391,39,Male,United States,New York,No,I don't know,No
3392,39,Male,United States,Washington,Yes,I don't know,No
3393,35,Female,United States,Kentucky,Did Not Answer,Did Not Answer,Did Not Answer
3394,37,Male,United States,Wisconsin,No,I don't know,No
3395,32,Male,France,Not Applicable,No,No,Yes
3396,24,Male,France,Not Applicable,Did Not Answer,I don't know,I don't know
3397,40,Female,France,Not Applicable,Did Not Answer,I don't know,I don't know
3398,25,Male,United States,Ohio,No,No,No
3399,49,Male,United Kingdom,Not Applicable,Yes,Yes,No
3400,28,Male,United States,Tennessee,No,No,No
3401,22,Male,United States,Indiana,Did Not Answer,I don't know,No
3402,41,Male,United States,North Carolina,No,Yes,No
3403,36,Male,United States,Nebraska,Did Not Answer,I don't know,No
3404,32,Male,United States,Indiana,No,I don't know,No
3405,23,Male,United States,Missouri,No,No,No
3406,53,Male,United States,Oregon,Yes,I don't know,No
3407,34,Male,United States,Illinois,Yes,No,No
3408,30,Male,United States,Illinois,Yes,No,Yes
3409,23,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
3410,30,Male,United States,Indiana,No,I don't know,No
3411,22,Female,United States,California,Yes,Yes,No
3412,27,Female,United States,Indiana,No,No,No
3413,47,Other,Latvia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3414,33,Female,United States,Nebraska,Yes,No,Yes
3415,28,Male,United States,Nebraska,Yes,Yes,No
3416,36,Male,United States,Nebraska,No,I don't know,No
3417,25,Female,United States,Indiana,No,I don't know,No
3418,30,Female,United States,Indiana,No,No,No
3419,39,Male,United States,Idaho,No,Yes,No
3420,31,Other,United States,Missouri,No,No,I don't know
3421,48,Male,United States,Ohio,Yes,Yes,Yes
3422,43,Male,United States,Indiana,No,I don't know,No
3423,35,Male,United States,Iowa,No,No,No
3424,31,Female,United States,Nebraska,No,No,Yes
3425,28,Male,India,Not Applicable,Did Not Answer,No,No
3426,27,Male,United States,Indiana,Did Not Answer,I don't know,No
3427,28,Male,United States,Indiana,No,I don't know,No
3428,43,Female,United States,Indiana,Yes,Yes,I don't know
3429,31,Female,United States,California,Yes,No,No
3430,37,Male,United States,Nebraska,No,I don't know,No
3431,36,Male,United States,Nebraska,Yes,No,No
3432,42,Female,United States,Missouri,Yes,Yes,No
3433,29,Female,United States,Missouri,Yes,Yes,I don't know
3434,41,Female,United States,Utah,Yes,Yes,Yes
3435,37,Male,United States,Indiana,Did Not Answer,Did Not Answer,Did Not Answer
3436,53,Male,United States,Ohio,Yes,I don't know,Yes
3437,43,Male,United States,Missouri,Did Not Answer,Did Not Answer,Did Not Answer
3438,44,Male,United States,Nebraska,No,I don't know,No
3439,37,Female,United States,Ohio,Yes,Yes,I don't know
3440,57,Female,United States,Maryland,No,I don't know,No
3441,47,Male,United States,California,Yes,Yes,Yes
3442,34,Male,United States,Missouri,Yes,Yes,Yes
3443,29,Male,United States,Maryland,Yes,No,No
3444,38,Male,United States,Nebraska,No,No,No
3445,41,Male,United Kingdom,Not Applicable,No,I don't know,No
3446,40,Male,United States,Texas,No,No,I don't know
3447,-1,Other,-1,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3448,30,Male,United States,Tennessee,Yes,No,No
3449,-1,Other,-1,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3450,57,Female,Canada,Not Applicable,Yes,Yes,Yes
3451,29,Male,United States,Massachusetts,Yes,I don't know,No
3452,46,Male,United States,Florida,Yes,No,No
3453,34,Male,Norway,Not Applicable,No,No,No
3454,29,Other,United States,Tennessee,Yes,Yes,Yes
3455,55,Male,United States,South Carolina,Yes,I don't know,No
3456,29,Other,Finland,Not Applicable,Yes,No,No
3457,35,Male,Poland,Not Applicable,Did Not Answer,No,No
3458,33,Male,Russia,Not Applicable,No,No,No
3459,37,Male,United States,Iowa,No,Yes,No
3460,45,Male,United States,Washington,Yes,Yes,Yes
3461,31,Male,Germany,Not Applicable,No,No,No
3462,38,Female,Canada,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3463,26,Male,Germany,Not Applicable,No,I don't know,No
3464,27,Female,Serbia,Not Applicable,No,No,No
3465,35,Male,Canada,Not Applicable,No,No,No
3466,47,Male,United States,Florida,No,Yes,No
3467,37,Male,United States,Florida,Yes,I don't know,I don't know
3468,32,Male,Colombia,Not Applicable,No,No,No
3469,46,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3470,37,Male,United States,Tennessee,No,I don't know,No
3471,36,Male,United States,New Hampshire,Yes,Yes,I don't know
3472,29,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3473,45,Male,United States,Wisconsin,No,No,No
3474,30,Male,United States,Massachusetts,No,I don't know,No
3475,46,Male,Germany,Not Applicable,No,No,Yes
3476,29,Male,India,Not Applicable,Did Not Answer,No,No
3477,26,Male,Ukraine,Not Applicable,Did Not Answer,No,No
3478,26,Male,United States,Connecticut,Did Not Answer,Did Not Answer,Did Not Answer
3479,44,Male,Canada,Not Applicable,No,I don't know,No
3480,32,Male,United States,Rhode Island,No,I don't know,No
3481,34,Male,Poland,Not Applicable,No,No,No
3482,19,Male,Australia,Not Applicable,Did Not Answer,Yes,Yes
3483,38,Male,United Kingdom,Not Applicable,No,I don't know,No
3484,61,Male,United States,Minnesota,Did Not Answer,No,No
3485,44,Male,United States,Pennsylvania,Yes,I don't know,No
3486,32,Female,United States,Oregon,Did Not Answer,Did Not Answer,Did Not Answer
3487,31,Male,Ireland,Not Applicable,No,Yes,Yes
3488,30,Female,United States,Rhode Island,No,Yes,Yes
3489,52,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3490,44,Male,United States,Washington,No,No,No
3491,39,Male,United States,Washington,Yes,No,No
3492,36,Male,Spain,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3493,30,Other,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3494,39,Male,United States,Pennsylvania,No,No,No
3495,33,Male,United States,Georgia,Yes,Yes,Yes
3496,37,Male,United States,Not Provided,Did Not Answer,Did Not Answer,Did Not Answer
3497,34,Male,Estonia,Not Applicable,No,No,No
3498,28,Male,India,Not Applicable,No,Yes,Yes
3499,43,Female,Italy,Not Applicable,Did Not Answer,No,No
3500,42,Male,United States,Texas,No,No,No
3501,35,Male,United States,New York,Yes,Yes,I don't know
3502,28,Female,United States,New York,Yes,Yes,Yes
3503,37,Male,United States,Georgia,Yes,I don't know,I don't know
3504,35,Female,United States,Florida,Yes,No,No
3505,31,Male,United States,New York,No,I don't know,No
3506,24,Male,United States,Pennsylvania,Did Not Answer,Did Not Answer,Did Not Answer
3507,27,Female,United States,Texas,No,No,No
3508,36,Male,United States,New York,No,Yes,Yes
3509,33,Male,United States,California,No,I don't know,No
3510,26,Male,United States,New York,Did Not Answer,Did Not Answer,Did Not Answer
3511,26,Male,United States,New York,Yes,Yes,Yes
3512,24,Male,United States,New York,Did Not Answer,No,No
3513,34,Male,United States,Washington,Yes,Yes,Yes
3514,25,Male,United States,New York,Yes,No,No
3515,19,Female,United States,New York,No,No,No
3516,28,Male,United States,Massachusetts,No,I don't know,No
3517,26,Male,United States,Washington,Yes,No,No
3518,32,Male,South Africa,Not Applicable,Did Not Answer,No,No
3519,23,Male,United States,New Hampshire,No,No,No
3520,46,Male,United States,Alabama,Yes,Yes,Yes
3521,28,Male,United States,Missouri,No,No,No
3522,38,Other,Norway,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3523,30,Female,United States,Indiana,No,No,No
3524,26,Male,Brazil,Not Applicable,No,No,No
3525,37,Female,Mauritius,Not Applicable,Yes,No,No
3526,35,Male,United States,Ohio,Yes,Yes,Yes
3527,26,Female,United States,California,Yes,Yes,Yes
3528,29,Female,United Kingdom,Not Applicable,Yes,Yes,Yes
3529,57,Male,United States,Illinois,Yes,Yes,I don't know
3530,38,Male,United States,North Carolina,Yes,Yes,Yes
3531,20,Female,United Kingdom,Not Applicable,No,Yes,Yes
3532,41,Male,United States,Florida,No,No,No
3533,43,Male,United States,Florida,No,No,No
3534,35,Male,United States,Pennsylvania,Yes,Yes,No
3535,40,Female,United States,Pennsylvania,No,No,No
3536,28,Male,Brazil,Not Applicable,Did Not Answer,I don't know,I don't know
3537,42,Male,United States,Michigan,Yes,Yes,Yes
3538,39,Male,United States,Kansas,No,Yes,No
3539,28,Male,United States,Iowa,Yes,Yes,I don't know
3540,22,Male,India,Not Applicable,No,I don't know,No
3541,29,Female,United States,California,Yes,Yes,No
3542,45,Male,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
3543,27,Female,Saudi Arabia,Not Applicable,No,No,No
3544,32,Female,Germany,Not Applicable,No,No,No
3545,28,Male,United States,Oregon,Yes,I don't know,No
3546,31,Male,United States,Oregon,No,Yes,No
3547,28,Male,Poland,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3548,24,Female,Nigeria,Not Applicable,No,No,No
3549,27,Female,United States,Texas,Yes,Yes,Yes
3550,36,Female,Ireland,Not Applicable,Yes,Yes,Yes
3551,37,Male,United States,California,Yes,No,No
3552,27,Female,Kenya,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3553,53,Female,United States,Oregon,Yes,I don't know,No
3554,32,Male,France,Not Applicable,Did Not Answer,No,No
3555,25,Female,United States,New York,No,No,No
3556,29,Female,United States,Wisconsin,Did Not Answer,I don't know,No
3557,47,Male,United States,Tennessee,No,Yes,No
3558,36,Male,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
3559,61,Male,United States,Massachusetts,No,I don't know,No
3560,28,Male,United States,Kentucky,No,I don't know,No
3561,31,Male,United States,Illinois,Yes,No,Yes
3562,35,Male,Uruguay,Not Applicable,Did Not Answer,No,No
3563,40,Male,United States,Georgia,No,I don't know,No
3564,32,Male,United States,Colorado,Did Not Answer,Did Not Answer,Did Not Answer
3565,41,Male,United States,Texas,No,I don't know,No
3566,34,Male,United States,Minnesota,Yes,Yes,No
3567,31,Female,United States,Illinois,No,No,No
3568,35,Female,United States,Maryland,Yes,I don't know,No
3569,27,Female,United States,California,Yes,Yes,Yes
3570,42,Female,United States,Texas,No,Yes,No
3571,67,Female,United States,Tennessee,Did Not Answer,Did Not Answer,Did Not Answer
3572,56,Male,United States,California,Yes,No,No
3573,27,Female,United States,Indiana,No,No,No
3574,37,Female,United Kingdom,Not Applicable,No,I don't know,No
3575,40,Male,Serbia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3576,30,Female,United Kingdom,Not Applicable,Yes,Yes,Yes
3577,39,Male,United States,Nebraska,No,I don't know,I don't know
3578,30,Female,United States,Ohio,Did Not Answer,No,No
3579,31,Male,Netherlands,Not Applicable,No,I don't know,No
3580,36,Male,Italy,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3581,46,Male,United Kingdom,Not Applicable,Yes,No,No
3582,45,Female,United States,Illinois,Yes,Yes,Yes
3583,25,Male,Bangladesh,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3584,38,Female,United States,Illinois,Did Not Answer,No,No
3585,41,Male,United States,Illinois,Yes,I don't know,Yes
3586,37,Male,United States,New Jersey,Yes,Yes,I don't know
3587,33,Female,United States,Illinois,No,No,No
3588,28,Other,United States,Illinois,Yes,Yes,Yes
3589,34,Female,United States,Illinois,Did Not Answer,Did Not Answer,Did Not Answer
3590,29,Female,Canada,Not Applicable,Yes,No,No
3591,28,Female,United States,Massachusetts,Yes,No,No
3592,41,Male,Australia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3593,38,Male,United States,Illinois,No,Yes,Yes
3594,37,Other,Netherlands,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3595,42,Male,United States,California,Yes,Yes,Yes
3596,28,Female,United States,California,No,No,Yes
3597,30,Male,United States,California,Yes,Yes,Yes
3598,25,Female,United Kingdom,Not Applicable,Yes,Yes,Yes
3599,54,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3600,24,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3601,32,Male,United Kingdom,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3602,44,Male,United States,California,Yes,Yes,No
3603,28,Other,United States,Ohio,No,No,No
3604,41,Female,United States,Oregon,No,I don't know,No
3605,38,Male,United States,Missouri,No,Yes,No
3606,37,Male,United States,Texas,Yes,I don't know,No
3607,36,Male,Japan,Not Applicable,Did Not Answer,I don't know,No
3608,33,Male,United States,Tennessee,No,I don't know,No
3609,35,Female,United States,Pennsylvania,Yes,Yes,Yes
3610,31,Male,Colombia,Not Applicable,Did Not Answer,Did Not Answer,Did Not Answer
3611,43,Male,United States,Iowa,Yes,No,No
3612,34,Male,United States,Idaho,Did Not Answer,Yes,Yes
